::1	687986103980661100	false	ptbr_maan_0033	8 de 1024	true	ptbr_maan_0033	8 de 512	
::1	687986103980661100	true	ptbr_maan_0212	8 de 1024	false	ptbr_maan_0212	8 de 512	
::1	687986103980661100	false	ptbr_maan_0343	8 de 1024	true	ptbr_maan_0343	8 de 512	
::1	687986103980661100	false	ptbr_maan_0586	8 de 1024	false	ptbr_maan_0586	8 de 512	
::1	687986103980661100	false	ptbr_maan_0843	8 de 1024	false	ptbr_maan_0843	8 de 512	
::1	687986103980661100	false	ptbr_maan_0080	8 de 1024	false	ptbr_maan_0080	8 de 512	
::1	687986103980661100	false	ptbr_maan_0254	8 de 1024	false	ptbr_maan_0254	8 de 512	
::1	687986103980661100	false	ptbr_maan_0352	8 de 1024	false	ptbr_maan_0352	8 de 512	
::1	687986103980661100	false	ptbr_maan_0619	8 de 1024	false	ptbr_maan_0619	8 de 512	
::1	687986103980661100	false	ptbr_maan_0908	8 de 1024	false	ptbr_maan_0908	8 de 512	
::1	687986103980661100	false	ptbr_maan_0133	8 de 1024	false	ptbr_maan_0133	8 de 512	
::1	687986103980661100	false	ptbr_maan_0277	8 de 1024	false	ptbr_maan_0277	8 de 512	
::1	687986103980661100	false	ptbr_maan_0425	8 de 1024	false	ptbr_maan_0425	8 de 512	
::1	687986103980661100	false	ptbr_maan_0656	8 de 1024	false	ptbr_maan_0656	8 de 512	
::1	687986103980661100	false	ptbr_maan_0928	8 de 1024	false	ptbr_maan_0928	8 de 512	
::1	687986103980661100	false	ptbr_maan_0184	8 de 1024	false	ptbr_maan_0184	8 de 512	
::1	687986103980661100	false	ptbr_maan_0287	8 de 1024	false	ptbr_maan_0287	8 de 512	
::1	687986103980661100	false	ptbr_maan_0494	8 de 1024	true	ptbr_maan_0494	8 de 512	
::1	687986103980661100	true	ptbr_maan_0757	8 de 1024	false	ptbr_maan_0757	8 de 512	
::1	687986103980661100	false	ptbr_maan_0958	8 de 1024	true	ptbr_maan_0958	8 de 512	
